,Amount_Requested,Interest_Rate_Percentage,Loan_Length_in_Months,Loan_Purpose,Monthly_PAYMENT,Total_Amount_Funded,Debt_To_Income_Ratio_Percentage,Status
1,18000,10.99,60,1,391.28,18000,9.33,1
2,8000,15.31,36,1,278.53,8000,8.2,1
3,1700,9.99,36,1,54.85,1700,4,1
4,12000,15.23,60,2,286.93,12000,19.24,0
5,5000,14.74,36,3,172.69,5000,6.79,1
6,8000,11.99,36,1,265.68,8000,4.49,1
7,18000,6.54,36,2,343.48,11200,16.04,0
8,4800,8.59,36,14,151.73,4800,4.41,1
9,5500,7.14,36,1,170.17,5500,21.08,1
10,10800,15.99,36,1,379.65,10800,17.42,0
11,6000,7.68,36,14,187.14,6000,0.83,1
12,3200,17.19,60,14,79.86,3200,12.16,0
13,10000,9.32,36,2,319.47,10000,8.36,1
14,5000,5.79,36,4,151.64,5000,1.34,1
15,20000,9.25,36,2,638.33,20000,13.86,1
16,20000,11.34,36,14,658,20000,5.19,0
17,12000,14.65,36,1,413.94,12000,6.45,1
18,11700,11.11,60,5,255.03,11700,10.55,0
19,3000,10.37,36,6,97.33,3000,21.71,1
20,3000,5.99,36,6,91.26,3000,14.62,1
21,6000,13.67,60,1,138.59,6000,14.4,0
22,5650,13.47,36,1,191.67,5650,6.18,1
23,18000,18.3,36,1,653.47,18000,15.73,0
24,8500,15.58,36,4,297.08,8500,15.85,1
25,14100,14.26,36,2,483.72,14100,20.91,0
26,22000,12.12,60,5,490.72,22000,5.44,1
27,4800,12.21,36,10,159.92,4800,3.99,1
28,10000,13.85,36,4,341.04,10000,1.8,0
29,13000,9.62,60,1,273.79,13000,13.67,1
30,20400,13.99,60,1,474.57,20400,15.36,1
31,8500,13.47,36,2,288.35,8500,14.86,1
32,3000,11.83,36,14,99.41,3000,11.12,0
33,5000,16.69,60,4,123.44,5000,15.63,1
34,24250,13.92,36,5,827.82,24250,2.06,0
35,24000,10.83,36,3,458.85,14050,6.24,0
36,5750,19.29,60,1,150.08,5750,23.17,0
37,10300,15.99,36,1,362.07,10300,15.67,1
38,20000,11.89,36,1,663.28,20000,7.32,1
39,2400,11.49,36,1,79.14,2400,6.49,0
40,16750,11.86,60,1,371.42,16750,13.74,0
41,15000,7.29,36,1,465.15,15000,8.61,1
42,4000,21.22,60,3,108.71,4000,2,0
43,1100,6.62,36,10,33.78,1100,12.47,1
44,12000,13.55,36,2,203.76,6000,12.8,1
45,5000,7.68,36,14,155.95,5000,11.97,1
46,10000,7.14,36,3,309.42,10000,8.04,0
47,10000,13.49,60,14,230.05,10000,8.46,1
48,4800,11.89,36,1,159.19,4800,18.65,1
49,2000,7.29,36,5,62.02,2000,29.62,0
50,8000,7.37,36,6,248.37,8000,2.77,0
51,10000,13.61,60,5,230.67,10000,16.39,1
52,4750,13.61,36,1,161.45,4750,3.63,1
53,11500,7.88,36,14,359.73,11500,3.13,1
54,12000,15.27,60,1,287.19,12000,16.51,1
55,8000,17.99,36,7,289.18,8000,7.28,1
56,12000,11.14,36,1,393.65,12000,2.85,1
57,25000,15.58,36,7,873.76,25000,8.7,1
58,6000,11.11,36,7,196.75,6000,12.17,1
59,18000,12.84,36,7,605.13,18000,7.29,1
60,35000,16.77,60,3,865.52,35000,1.14,0
61,3200,13.16,36,1,108.07,3200,11,0
62,5200,11.49,36,6,171.46,5200,18.43,1
63,20000,16.7,36,5,710.03,20000,24.6,0
64,8400,6.92,36,9,259.07,8400,13.3,0
65,12500,11.83,36,5,414.18,12500,1.07,1
66,2000,10.99,36,14,65.47,2000,23.55,1
67,31000,13.06,60,8,706.3,31000,12.9,0
68,4500,10.99,36,14,147.31,4500,14.34,0
69,4500,14.84,36,1,155.65,4500,13.63,1
70,10000,9.63,36,1,320.95,10000,9.44,0
71,12000,13.99,36,1,410.08,12000,4.24,1
72,8000,7.29,36,4,248.08,8000,10.81,0
73,5000,9.25,36,10,159.59,5000,1.88,0
74,6000,13.49,36,1,203.59,6000,17.81,0
75,24000,7.88,60,5,297.73,14725,10.44,1
76,20000,20.3,60,2,533.23,20000,20.2,0
77,7000,6.76,36,5,215.38,7000,11.66,1
78,11000,14.27,36,1,377.4,11000,17.99,1
79,13725,16.02,60,1,333.92,13725,9.24,0
80,5000,7.4,36,1,155.3,5000,7.92,1
81,8000,6.99,36,14,246.99,8000,13.63,1
82,15000,12.12,36,1,499.08,15000,16.78,0
83,33000,7.62,36,1,1028.33,33000,0.26,1
84,16000,17.19,60,1,286.99,11500,4.38,0
85,22750,18.91,60,1,589.03,22750,23.59,0
86,14400,10.75,60,14,243.21,11250,18.06,0
87,4800,8,36,5,150.42,4800,1.2,1
88,18000,18.64,60,1,463.38,18000,12.12,0
89,7000,7.14,36,14,216.58,7000,12.52,1
90,15000,15.65,36,1,524.8,15000,3.41,0
91,5000,6,36,7,152.11,5000,4.37,1
92,20000,13.57,36,4,679.37,20000,11.91,1
93,11200,7.88,36,2,350.35,11200,13.7,1
94,21600,13.92,36,1,737.36,21600,11.23,1
95,18000,13.43,60,5,413.53,18000,12,0
96,2500,12.12,36,14,83.18,2500,32.06,1
97,5000,7.4,36,1,155.3,5000,13.58,1
98,8000,14.61,36,1,275.81,8000,13.36,0
99,10400,15.62,36,2,363.69,10400,13.56,1
100,10000,12.18,36,4,333,10000,5.36,1
101,5000,14.79,60,4,118.4,5000,10.55,1
102,6000,6.17,36,14,183,6000,11.19,1
103,3250,11.86,36,1,107.73,3250,18.48,1
104,20700,21.74,60,1,568.66,20700,14.77,0
105,7750,14.35,36,2,266.2,7750,19.65,1
106,4850,9.99,60,1,103.03,4850,18.17,0
107,1400,16.29,36,1,49.43,1400,11.72,0
108,24000,20.9,60,1,647.94,24000,19.51,0
109,9800,13.22,36,4,331.25,9800,5.88,1
110,35000,21.36,60,1,953.97,35000,12.56,0
111,3000,11.28,36,2,73.14,2225,12.45,0
112,3400,12.21,36,14,113.28,3400,22.56,0
113,15000,17.19,60,1,374.33,15000,17.55,0
114,6000,16.02,60,1,145.98,6000,2.15,0
115,25000,18.64,60,1,643.58,25000,17.5,1
116,16200,16.49,60,1,398.19,16200,22.07,0
117,8000,13.43,36,1,271.22,8000,24.55,1
118,5000,6.03,36,2,152.18,5000,23.13,0
119,10000,13.67,60,1,230.98,10000,21.49,0
120,3000,13.85,36,7,102.32,3000,3.09,1
121,20000,17.56,36,1,718.65,20000,15.88,1
122,16000,13.22,36,2,540.81,16000,19.91,1
123,8000,14.26,36,14,274.45,8000,11.61,0
124,2500,9.64,36,5,80.26,2500,20,0
125,14300,11.49,60,3,314.43,14300,8.63,0
126,4600,13.99,36,1,157.2,4600,14.26,0
127,6400,7.4,36,4,198.78,6400,0,1
128,4800,10,36,3,154.89,4800,23.37,1
129,6000,8.88,36,6,190.47,6000,5,1
130,11200,7.88,36,1,350.34,11200,19.15,0
131,3500,13.67,36,5,119.07,3500,17.74,1
132,8400,17.93,60,4,212.99,8400,4.2,0
133,25000,10.99,36,1,818.38,25000,14.48,1
134,25000,15.33,36,1,870.71,25000,18.5,0
135,14000,16.82,60,5,346.59,14000,14.05,0
136,32250,19.42,60,1,844.06,32250,20.99,1
137,8400,6.62,36,2,257.92,8400,24.57,0
138,19000,17.27,60,11,474.97,19000,17.32,1
139,18000,14.11,36,1,616.12,18000,14.49,1
140,15000,15.05,36,3,520.37,15000,11.38,0
141,6000,6.62,36,1,184.23,6000,6.05,1
142,12000,18.49,36,2,436.79,12000,22.14,0
143,8000,12.21,36,4,266.52,8000,0.07,1
144,15000,10.37,36,1,486.62,15000,21.79,0
145,15000,13.16,36,1,506.56,15000,11.67,0
146,4000,12.72,36,1,134.24,4000,3.98,1
147,14000,11.11,36,1,459.08,14000,14.26,1
148,20000,18.25,60,1,510.6,20000,18.12,0
149,26000,19.91,60,3,687.54,26000,21.45,0
150,11100,14.65,36,1,382.89,11100,22.66,0
151,7000,10.65,36,1,228.02,7000,12.26,0
152,2000,9.62,36,1,64.18,2000,10.39,1
153,13000,10.75,36,5,424.07,13000,4.47,1
154,9000,15.8,36,1,315.53,9000,23.95,0
155,4000,13.48,36,1,135.7,4000,22.6,1
156,6500,9.38,36,1,207.85,6500,13.42,1
157,3200,10.37,36,9,103.82,3200,18,0
158,1000,17.49,36,11,35.9,1000,20.4,0
159,3250,8.94,36,14,103.26,3250,6.13,0
160,25000,20.77,60,1,428.77,15925,9.5,0
161,12000,13.22,36,1,405.61,12000,3.7,1
162,7600,12.84,36,7,255.5,7600,0,0
163,21000,15.58,60,1,506.01,21000,4.93,0
164,10000,12.84,36,1,336.18,10000,19.49,1
165,33600,14.65,36,1,1159.01,33600,12.27,1
166,12000,11.71,60,5,265.18,12000,8.59,1
167,20000,11.48,36,1,659.37,20000,7.23,1
168,25000,16.08,36,4,879.92,25000,6.4,0
169,35000,22.35,60,1,973.64,35000,15.84,0
170,12000,16.45,60,1,294.7,12000,18.64,0
171,6000,7.74,36,8,187.32,6000,16.76,1
172,7200,8.07,36,1,225.86,7200,17,0
173,4000,9.32,36,1,127.79,4000,17.82,0
174,11000,12.98,60,4,250.18,11000,13.98,0
175,12375,15.31,36,1,430.87,12375,11.95,1
176,20000,8.88,36,14,385.69,12150,7.96,0
177,16000,15.81,60,1,387.48,16000,15.98,0
178,5000,10.39,36,14,134.67,4150,5.91,0
179,8875,12.42,36,11,296.57,8875,5.24,0
180,1600,10.83,36,14,52.26,1600,5.36,1
181,15000,13.98,36,1,512.52,15000,16.67,0
182,10000,12.73,36,1,335.67,10000,22.21,1
183,5000,13.23,36,14,169.03,5000,6.2,0
184,17500,14.22,36,1,599.99,17500,3.86,1
185,7500,9.99,36,4,241.97,7500,9.62,0
186,3800,10.65,36,6,123.78,3800,13.6,1
187,4200,14.26,36,14,144.09,4200,12.11,0
188,9600,10,60,2,203.98,9600,27.66,1
189,16500,12.18,36,2,549.45,16500,16.06,1
190,10500,14.65,36,1,362.19,10500,22.1,0
191,14400,7.14,36,1,445.56,14400,4.96,1
192,4500,12.98,36,4,151.58,4500,7.27,1
193,12000,11.58,36,3,396.17,12000,11.07,1
194,6400,14.65,36,3,220.77,6400,9.68,0
195,6000,8.9,36,2,190.52,6000,3.97,1
196,6400,11.54,36,12,211.17,6400,1.83,1
197,9000,11.03,36,2,294.78,9000,12.72,0
198,16000,17.99,60,4,406.21,16000,7.55,1
199,2500,6.39,36,4,76.51,2500,5.29,1
200,7750,16.7,36,3,275.14,7750,19.52,0
201,15000,10.62,36,1,488.4,15000,16.69,0
202,25000,9.51,36,3,800.95,25000,2.14,1
203,2400,10.25,36,1,77.73,2400,2.64,1
204,9000,7.49,36,2,279.92,9000,19.9,1
205,14400,11.49,60,2,316.63,14400,27.93,1
206,10500,11.11,60,1,228.88,10500,17.95,1
207,16750,11.49,60,1,255.06,11600,22.71,0
208,8500,14.35,36,1,291.96,8500,18,1
209,2500,5.42,36,6,75.4,2500,9.2,1
210,13400,10.36,60,1,287.09,13400,24.15,1
211,17600,18.64,60,3,453.08,17600,11.21,0
212,23500,10.25,36,3,476.87,14725,19.67,1
213,16000,11.86,60,1,354.79,16000,14.63,0
214,18500,17.8,36,1,666.97,18500,4.59,1
215,3500,15.31,36,1,121.87,3500,9.94,0
216,5500,7.51,36,14,171.11,5500,5.56,1
217,8000,10.75,36,4,260.97,8000,13.6,0
218,10000,7.51,36,1,311.1,10000,8.97,1
219,23000,13.67,60,14,531.25,23000,24.53,1
220,1000,14.09,36,2,34.23,1000,1.37,0
221,4000,10.08,36,5,129.22,4000,16.26,1
222,15000,13.85,36,10,511.56,15000,16.24,0
223,9000,6.03,36,13,273.92,9000,5.58,1
224,8000,11.11,36,6,262.33,8000,6.05,1
225,30000,17.49,60,1,558.85,22250,10.71,0
226,15000,12.18,36,2,499.5,15000,20.69,1
227,6300,20.99,60,1,170.41,6300,10.44,0
228,20000,17.74,36,1,720.42,20000,8.89,0
229,2500,14.59,36,1,86.17,2500,13.11,1
230,3300,13.23,60,14,75.48,3300,18.88,0
231,1825,12.68,36,4,61.22,1825,16.81,1
232,8325,10.99,36,1,272.52,8325,24.75,0
233,12400,6.62,36,1,380.73,12400,20.31,0
234,20000,12.99,36,1,673.79,20000,18.98,0
235,3600,12.69,36,14,120.77,3600,8.92,1
236,8000,7.51,36,1,248.88,8000,9.08,1
237,12000,10.36,36,1,389.24,12000,14.44,1
238,15000,10.62,36,2,488.4,15000,7.71,0
239,20000,13.8,60,1,463.3,20000,7.73,0
240,8000,7.49,36,14,248.82,8000,13.03,0
241,3500,12.61,36,4,117.28,3500,5.58,1
242,20000,13.92,36,2,682.74,20000,4.62,1
243,6000,14.65,36,1,206.97,6000,11.1,1
244,7000,12.87,36,1,235.44,7000,9.12,1
245,2500,9.91,36,14,80.57,2500,15.82,0
246,4000,7.4,36,6,124.24,4000,17.24,1
247,12000,10.25,36,2,388.62,12000,15.92,1
248,6300,13.85,36,14,214.86,6300,6.27,0
249,15350,12.12,36,2,510.72,15350,14.17,1
250,16000,12.99,60,3,363.97,16000,9.26,0
251,9600,16.32,60,1,235.09,9600,15.2,1
252,25000,18.09,36,14,904.88,25000,21.02,0
253,7200,13.99,36,5,246.05,7200,17.71,1
254,9000,7.9,36,14,281.62,9000,18.36,0
255,35000,20.99,60,1,946.68,35000,13.47,0
256,8450,11.14,36,1,277.21,8450,7.87,1
257,11000,13.11,36,1,371.2,11000,16.19,1
258,9800,7.14,36,13,303.23,9800,13.81,1
259,14000,13.79,36,4,477.06,14000,6.71,0
260,10500,13.23,60,12,240.15,10500,4.6,1
261,15000,15.58,36,1,524.26,15000,14.23,0
262,4800,14.72,36,6,165.74,4800,11.65,1
263,4000,7.62,36,1,124.65,4000,15.93,0
264,9000,19.36,60,1,235.26,9000,6.17,0
265,23500,21.97,60,1,648.65,23500,17.91,0
266,5000,10.75,60,10,108.09,5000,9.83,1
267,3500,7.9,36,1,109.52,3500,28.39,1
268,10500,13.92,36,3,358.44,10500,22.21,0
269,9500,13.57,36,10,322.71,9500,0.56,1
270,2600,17.49,60,1,65.31,2600,13.02,0
271,1500,10.25,36,14,48.58,1500,0.94,1
272,10000,13.16,36,14,337.71,10000,3.97,0
273,12000,7.29,36,14,372.12,12000,16.15,1
274,7200,9.91,36,2,232.02,7200,8.59,1
275,5000,14.22,36,4,171.43,5000,7.95,1
276,35000,12.42,60,1,668.67,29775,0.37,1
277,5000,11.49,36,5,164.86,5000,8.77,1
278,13000,7.88,36,2,406.65,13000,22.36,0
279,25000,12.73,60,1,388.42,17175,22.21,1
280,6400,16.29,36,14,225.93,6400,8.54,0
281,12000,6.03,36,1,365.23,12000,8.8,1
282,15000,10.75,36,1,489.31,15000,21.89,0
283,14400,10.62,36,1,468.86,14400,22.43,0
284,8000,15.95,60,1,194.34,8000,20.16,0
285,4400,13.16,36,1,148.59,4400,6.69,0
286,1000,13.57,36,14,33.97,1000,14,0
287,5000,11.36,36,1,164.56,5000,6.51,1
288,10000,13.55,36,3,339.6,10000,3.35,0
289,22000,16.82,60,3,378.77,15300,18.04,0
290,5000,6.03,36,2,152.18,5000,7.35,1
291,5000,16.77,36,1,177.7,5000,12.87,1
292,20500,19.04,60,1,532.24,20500,18.63,0
293,6000,6.03,36,1,182.62,6000,5.34,1
294,7000,7.49,36,2,217.72,7000,20.53,1
295,9500,11.26,36,6,312.21,9500,3.73,1
296,7000,14.96,36,1,242.53,7000,22.49,1
297,11175,14.96,36,1,387.17,11175,20.79,1
298,12000,19.29,60,1,313.21,12000,12.39,0
299,5000,11.36,36,1,164.55,5000,0.08,1
300,4000,13.11,36,1,134.99,4000,22.54,1
301,12875,12.53,36,12,430.88,12875,14.9,0
302,10000,20.3,36,4,373.17,10000,1.68,0
303,4375,16.4,36,1,154.68,4375,21.34,0
304,35000,17.51,60,1,879.47,35000,15.04,0
305,4000,6.76,36,14,123.07,4000,1.45,1
306,5500,12.73,36,14,184.62,5500,16.8,0
307,7000,13.61,36,14,237.92,7000,17.75,1
308,5600,9.25,36,6,178.74,5600,6,1
309,16000,11.54,36,1,527.93,16000,12.16,0
310,18000,17.58,36,2,646.96,18000,14.59,1
311,19000,13.55,36,1,645.24,19000,1.67,1
312,8500,14.65,36,5,293.21,8500,16.12,1
313,13600,22.48,60,1,379.34,13600,14.28,0
314,7500,11.59,36,2,247.65,7500,9.46,1
315,8400,12.87,36,5,282.52,8400,14.99,0
316,1600,15.23,36,1,55.65,1600,17.49,0
317,8875,7.9,36,2,277.71,8875,17.53,1
318,3500,6.99,36,1,108.06,3500,25,1
319,8000,14.46,60,4,188.06,8000,2,0
320,5000,15.23,36,3,173.9,5000,22.87,0
321,20000,11.71,36,2,661.52,20000,18.2,0
322,7800,13.79,36,1,265.79,7800,21.18,0
323,15000,9.63,36,5,481.42,15000,12.19,0
324,11400,18.79,60,3,294.41,11400,17.91,0
325,21000,17.51,60,1,527.69,21000,12.58,0
326,11000,7.88,36,2,344.09,11000,14.62,1
327,8000,6.62,36,4,245.63,8000,19.41,1
328,23800,8.9,36,5,755.73,23800,17.91,0
329,24000,18.64,60,1,617.83,24000,7.68,1
330,9750,10.99,36,1,319.16,9750,11.73,1
331,4000,14.91,36,5,138.49,4000,16.17,1
332,6000,15.31,36,1,208.9,6000,14.7,1
333,10000,7.88,36,8,312.82,10000,18.88,1
334,9500,9.76,36,2,305.47,9500,4.8,1
335,2400,10.65,36,6,78.18,2400,20.59,0
336,6725,6.99,36,1,207.62,6725,3.73,0
337,20000,18.25,60,1,510.6,20000,9.26,0
338,9000,9.64,36,2,288.89,9000,10.36,0
339,16000,17.88,60,1,405.26,16000,13.71,0
340,8000,15.21,36,5,278.15,8000,9.6,0
341,12000,18.79,60,1,309.91,12000,12.33,0
342,23500,15.33,36,1,647.79,18600,24.46,0
343,3600,14.33,36,8,123.62,3600,10.89,1
344,3900,14.79,36,5,134.8,3900,5.88,1
345,21000,16.45,36,14,742.93,21000,9.46,0
346,3500,6.17,36,6,106.75,3500,6.55,1
347,12800,12.73,36,2,429.65,12800,12.3,1
348,12000,20.62,60,10,322.09,12000,1.15,0
349,14900,13.67,36,5,506.87,14900,12.93,1
350,11000,13.11,36,1,371.2,11000,14.58,1
351,24000,14.65,60,1,566.56,24000,21.85,0
352,15000,10.37,36,2,486.62,15000,26.93,1
353,15000,13.16,36,2,506.56,15000,18.87,1
354,6150,17.99,36,1,222.31,6150,6.18,0
355,15000,17.93,60,2,380.34,15000,19.72,1
356,7500,13.79,36,3,255.57,7500,4.18,1
357,15000,16.32,60,5,367.33,15000,9.25,0
358,25000,19.22,60,2,651.55,25000,19.41,0
359,20000,18.39,60,1,512.13,20000,23.56,1
360,5000,12.23,36,3,166.63,5000,17.64,0
361,12000,17.27,36,1,429.45,12000,15.26,0
362,10000,15.58,36,1,349.51,10000,6.83,0
363,20000,13.92,36,2,682.74,20000,14.99,0
364,2100,11.12,36,5,68.88,2100,9.42,1
365,9000,16.45,36,1,318.42,9000,5.34,0
366,10000,13.22,36,2,338.01,10000,14.57,1
367,15000,16.63,36,1,532.05,15000,7.93,1
368,15000,7.51,36,5,466.67,15000,24.29,1
369,10200,8.94,36,8,324.07,10200,0,1
370,7000,14.22,36,10,239.99,7000,7.04,1
371,12000,13.99,60,14,279.16,12000,0.35,0
372,6500,10.99,36,1,212.78,6500,16.92,1
373,24000,9.99,60,1,509.82,24000,12.65,0
374,12800,17.56,60,1,321.98,12800,17.28,0
375,2400,13.06,36,4,80.94,2400,9.13,0
376,20000,14.17,60,14,467.13,20000,10.24,1
377,8000,9.63,36,6,256.76,8000,7.56,1
378,6600,7.51,36,4,205.34,6600,15.92,1
379,3600,6.39,36,4,110.16,3600,12.54,1
380,15000,11.58,36,3,495.21,15000,9.27,0
381,14500,17.19,60,1,361.85,14500,24.39,0
382,4900,11.14,36,2,160.74,4900,24.38,1
383,7200,9.88,36,1,231.92,7200,21,1
384,20000,16.32,60,1,489.77,20000,14.19,0
385,17975,8.49,36,1,567.35,17975,17.16,1
386,20000,15.95,60,5,485.83,20000,4.39,1
387,1500,7.29,36,1,46.52,1500,1.76,0
388,2500,14.74,36,2,86.35,2500,6.93,0
389,12000,11.12,36,2,393.55,12000,6.98,1
390,23000,12.18,36,1,765.9,23000,12.34,1
391,11200,13.92,36,5,382.34,11200,11.9,0
392,6000,6.76,36,6,184.61,6000,21.1,1
393,6950,8.9,36,2,220.69,6950,15.98,1
394,6000,8,36,3,188.02,6000,12.62,1
395,11000,11.03,36,1,360.29,11000,6.82,0
396,8000,6.54,36,1,245.34,8000,5.31,1
397,6400,10.65,36,1,208.47,6400,7.09,1
398,9000,10.71,36,11,293.42,9000,11.69,1
399,6000,10.37,36,2,194.65,6000,23.8,0
400,20000,11.48,36,2,659.37,20000,5.72,1
401,6000,9.64,36,1,192.6,6000,2.87,1
402,27050,15.62,36,1,945.94,27050,24.38,1
403,10000,7.51,36,14,311.11,10000,7.17,1
404,14400,13.67,36,1,489.86,14400,12.42,0
405,2325,6.39,36,1,71.15,2325,11.96,1
406,9600,7.49,36,2,298.58,9600,7.32,1
407,12000,14.11,36,1,410.75,12000,13.73,1
408,10000,8.49,36,5,315.63,10000,0.83,1
409,9600,6.62,36,1,294.76,9600,3.82,1
410,7500,10.08,36,1,242.29,7500,2.93,0
411,35000,16.49,60,2,860.28,35000,26.51,0
412,17625,7.9,36,1,551.5,17625,11.13,0
413,25000,23.26,60,2,708.51,25000,24.86,0
414,8000,15.27,36,13,278.39,8000,6.77,0
415,10000,15.33,36,12,348.29,10000,4.23,1
416,6000,5.42,36,6,180.96,6000,5.74,1
417,12000,14.46,60,1,282.09,12000,2.37,0
418,3000,11.49,36,11,98.92,3000,21.97,1
419,12000,11.86,36,3,397.77,12000,15.87,0
420,25000,21.27,36,8,945.35,25000,1.44,0
421,12000,12.87,36,1,403.6,12000,21.68,0
422,5000,8.49,36,1,157.82,5000,22.53,1
423,20000,13.49,60,4,460.1,20000,5.28,0
424,5600,12.53,36,2,187.42,5600,14.42,1
425,6500,11.89,36,14,215.57,6500,8.47,1
426,4600,18.25,60,1,117.44,4600,23.71,0
427,12000,7.51,36,1,373.33,12000,2.43,1
428,9000,11.86,36,2,298.33,9000,19.86,0
429,30750,18.25,36,5,1115.55,30750,23.16,0
430,7000,15.31,36,1,243.73,7000,18.54,0
431,10000,12.61,36,1,335.07,10000,12.02,1
432,7500,11.12,60,5,163.52,7500,4.65,0
433,11650,11.99,36,1,386.9,11650,18,1
434,35000,20.99,60,1,946.68,35000,11.62,1
435,7000,17.77,36,6,252.26,7000,12.79,0
436,16800,12.53,36,1,562.24,16800,8.21,1
437,5500,11.86,60,1,121.96,5500,9.81,1
438,16750,20.11,36,3,623.4,16750,5.36,0
439,3000,12.87,36,1,100.9,3000,18.35,1
440,2250,8.49,36,5,71.02,2250,20.73,0
441,15250,11.89,36,3,505.76,15250,9.44,0
442,4300,7.9,36,1,134.55,4300,24.1,0
443,35000,9.91,36,5,1127.88,35000,1.97,1
444,16000,12.69,60,1,361.52,16000,6.05,0
445,8000,6.03,36,5,243.49,8000,2.98,1
446,3000,15.28,60,13,71.82,3000,1.23,1
447,25000,9.25,36,2,510.66,16000,20.15,0
448,10000,8.63,36,6,316.28,10000,8.94,1
449,10000,7.74,36,14,312.19,10000,3.56,1
450,26375,9.91,36,2,849.94,26375,17.33,1
451,5000,11.12,36,1,163.98,5000,16.88,1
452,26375,14.65,60,1,622.63,26375,16.54,1
453,20000,16.08,36,1,387.17,11000,19.96,0
454,25000,15.65,36,3,874.66,25000,9.01,0
455,10600,11.97,36,1,351.92,10600,14.9,0
456,7000,7.74,36,1,218.54,7000,17.81,1
457,15000,14.18,36,1,513.98,15000,21.49,1
458,7500,16.33,36,2,264.91,7500,10.8,0
459,10000,10.39,36,5,178.48,5500,18.46,0
460,9000,6.54,36,1,176.34,5750,4.77,0
461,8000,15.58,36,1,279.61,8000,22.25,0
462,25000,13.11,36,4,843.63,25000,8.42,0
463,18500,17.27,36,3,662.07,18500,21.75,0
464,18000,16.49,60,1,442.43,18000,13.2,0
465,25500,15.23,60,3,609.73,25500,20.13,0
466,5000,15.05,36,8,173.46,5000,11.48,1
467,7150,15.99,36,1,251.34,7150,23.81,0
468,20000,13.23,60,1,457.42,20000,18.27,0
469,10000,14.72,36,4,345.29,10000,8.63,1
470,1450,10.59,60,1,31.24,1450,29,1
471,25000,15.31,60,5,598.83,25000,12.14,0
472,10750,15.58,60,1,259.03,10750,23.7,1
473,13800,8.49,36,2,435.57,13800,14.22,1
474,10000,10.99,36,8,327.36,10000,3.4,1
475,6400,13.23,36,5,216.36,6400,16.16,1
476,4000,10.25,36,4,129.54,4000,4.2,1
477,7500,7.74,36,5,234.14,7500,3.08,1
478,9300,8.9,36,1,295.31,9300,3.65,1
479,6125,16.89,36,1,218.04,6125,19,0
480,6000,10.62,36,1,195.36,6000,13.99,0
481,3500,6.62,36,5,107.47,3500,0.76,1
482,10000,16.29,36,1,353.01,10000,14.01,0
483,13750,9.62,36,1,441.23,13750,23.91,0
484,20000,11.12,60,1,436.05,20000,10.33,1
485,9300,14.65,60,14,219.55,9300,14.52,0
486,14000,17.58,36,1,503.19,14000,21.93,1
487,22000,17.88,60,1,557.23,22000,19.9,0
488,6000,7.66,36,6,187.08,6000,14.64,0
489,20000,11.99,60,1,444.79,20000,25.71,1
490,7400,13.99,36,1,252.88,7400,13.6,0
491,8000,11.49,36,1,263.78,8000,6.78,1
492,8000,13.99,36,1,273.39,8000,33.95,0
493,30000,11.11,60,5,653.92,30000,0.08,1
494,30000,20.89,60,1,809.75,30000,24.14,0
495,5000,13.72,60,10,115.62,5000,5.17,0
496,3600,14.96,36,14,124.73,3600,4.75,0
497,20000,14.96,60,1,475.38,20000,15.54,0
498,20000,13.49,36,1,678.61,20000,14.14,0
499,5000,12.29,36,6,166.77,5000,21.66,0
500,32000,15.23,36,1,1112.9,32000,7.2,0
501,20000,14.96,36,1,692.93,20000,4.69,1
502,20000,11.99,60,5,444.79,20000,10.11,1
503,2975,9.96,36,1,95.94,2975,14.16,1
504,3000,8.32,36,6,78.72,2500,6.58,1
505,16000,13.23,36,1,540.88,16000,20.81,1
506,19075,17.58,60,1,480.04,19075,23.91,0
507,16000,16,36,2,562.52,16000,20.6,0
508,14000,14.65,36,1,482.92,14000,25.97,0
509,12000,17.88,36,3,433.11,12000,18.52,0
510,9750,12.12,36,1,324.4,9750,11.42,0
511,13925,8.9,36,2,442.17,13925,16.91,1
512,3200,14.96,36,1,110.87,3200,20.43,1
513,19000,11.48,36,1,626.41,19000,17.44,1
514,1800,10.37,60,10,38.58,1800,24.15,1
515,12000,9.99,36,1,387.15,12000,13.48,1
516,32000,16.29,36,1,1129.62,32000,10.33,0
517,5600,15.23,36,5,194.76,5600,2.7,1
518,25000,17.56,60,1,628.87,25000,13.57,0
519,33500,21.74,60,1,582.4,21200,2.77,0
520,8500,13.16,36,1,287.05,8500,3.9,1
521,14400,11.71,36,2,476.3,14400,16.35,1
522,24800,18.25,60,3,633.14,24800,1.36,0
523,5000,9.99,60,14,106.22,5000,13.03,0
524,8750,12.72,36,2,293.65,8750,20.12,1
525,5000,10.38,36,7,162.23,5000,21.84,1
526,35000,15.62,60,1,844.09,35000,8.16,0
527,20000,8.49,36,1,631.26,20000,11.85,1
528,20000,11.89,36,3,663.28,20000,10.55,0
529,18825,13.99,60,1,437.93,18825,29.22,1
530,15000,15.95,36,1,526.99,15000,5.42,1
531,14400,16.89,60,14,357.03,14400,6.43,1
532,22000,21.64,60,1,603.13,22000,1.11,0
533,4500,5.99,36,6,136.88,4500,11.65,0
534,8000,12.53,36,1,267.74,8000,11.57,1
535,21500,6.91,36,2,662.98,21500,21.82,0
536,2400,7.9,36,5,75.1,2400,13.95,1
537,15000,14.59,36,1,516.98,15000,12.64,0
